% Twitter Data
@RELATION tweets

@ATTRIBUTE positive_words NUMERIC
@ATTRIBUTE . NUMERIC
@ATTRIBUTE : NUMERIC
@ATTRIBUTE ) NUMERIC
@ATTRIBUTE $ NUMERIC
@ATTRIBUTE CC NUMERIC
@ATTRIBUTE CD NUMERIC
@ATTRIBUTE DT NUMERIC
@ATTRIBUTE EX NUMERIC
@ATTRIBUTE FW NUMERIC
@ATTRIBUTE IN NUMERIC
@ATTRIBUTE JJ NUMERIC
@ATTRIBUTE JJR NUMERIC
@ATTRIBUTE JJS NUMERIC
@ATTRIBUTE LS NUMERIC
@ATTRIBUTE MD NUMERIC
@ATTRIBUTE NN NUMERIC
@ATTRIBUTE NNP NUMERIC
@ATTRIBUTE NNS NUMERIC
@ATTRIBUTE PDT NUMERIC
@ATTRIBUTE POS NUMERIC
@ATTRIBUTE PRP NUMERIC
@ATTRIBUTE PRP$ NUMERIC
@ATTRIBUTE RB NUMERIC
@ATTRIBUTE RBR NUMERIC
@ATTRIBUTE RBS NUMERIC
@ATTRIBUTE RP NUMERIC
@ATTRIBUTE SYM NUMERIC
@ATTRIBUTE TO NUMERIC
@ATTRIBUTE UH NUMERIC
@ATTRIBUTE VB NUMERIC
@ATTRIBUTE VBD NUMERIC
@ATTRIBUTE VBG NUMERIC
@ATTRIBUTE VBN NUMERIC
@ATTRIBUTE VBP NUMERIC
@ATTRIBUTE VBZ NUMERIC
@ATTRIBUTE WDT NUMERIC
@ATTRIBUTE WP NUMERIC
@ATTRIBUTE WP$ NUMERIC
@ATTRIBUTE WRB NUMERIC
@ATTRIBUTE sentiment {pro_obama, pro_romney}
@ATTRIBUTE sentence_length NUMERIC
@ATTRIBUTE text STRING
@ATTRIBUTE negative_words NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,58,'truthteam2012 presid obama mitt romney prioriti',0
3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,111,'romney gain ground obama strong debat bump plan like ani bump road via yahoonew',2
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,71,'breitbartnew cutter conced 5 trillion attack romney true',1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,pro_romney,116,'stephenfhay amandacarpent funni pb wasnt nearli hostil obama debt commish suggest cut fund',3
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,93,'stephenathom im concern next debat obama final show first debat',1
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,pro_obama,132,'peopl like romney ignor debat rule cut presid could confirm pompou ass ?',1
2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,104,'thenewd mitt romney debat love great teacher mitt romney june need fewer teacher rt',0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,35,'romney floor obama first debat',0
1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,98,'great anoth veil obama onli got elect becaus black piec nation guilti conscienc',1
1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,131,'joenbc littl shock jmeachum whi doe presid obama look mad even passiv black man cant escap stereotyp wow ?',4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,62,'comrad obama dream hi real father communist frank davi',0
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pro_obama,86,'bardorobot wa one romney lay thick ridicul promis !',1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,24,'obama phone ladi remix !',0
0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,pro_romney,128,'delrays dont know whi anyon would believ today job number everybodi know obama pal around errorist ugh unfollow!',1
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,86,'trendysocialit say obama underestim romney underestim obama',0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,74,'dearobama yu win throw parti dat pussi ass nigga mitt romney',0
1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,97,'stevebenen romney top 50 brazen falsehood week easili biggest list 2012',1
0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,123,'barackobama black guy mitt romney commerci lv got jail dy ago romney bail ?',0
0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,130,'davidaxelrod brutal summer heat yield season temp elect loom real rig data pro obama weath',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,60,'obama couldnt run lemonad stand romney debat suckstosuck',0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,pro_obama,128,'barackobama agre weve come far let mitt romney take us back top polici caus econo',0
1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,pro_obama,130,'diegouk took republican 8 year crash economi presid obama 3 1 2 year clean mess forward obama p2 c',2
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,pro_obama,128,'imtracymorgan obama probabl call romney said dont see hate outsid white hous cant even get',1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,94,'michelleobama thi elect import sit regist vote befor late',0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,pro_obama,124,'lolgop democrat think romney liar republican think obama liar differ democrat actual exampl',2
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,pro_obama,137,'think left forget romney bain shark attack said shark back colleg mean gut peopl lost 30 yr pension',4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,81,'moxiemom iowahawkblog moxiemom puppet altern spell barack obama',1
1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,pro_obama,143,'victoriaokan susan rice claim libya attack spontan amp movi admin knew wa terror romney liar unbeliev ! !',4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,30,'lmao_twitp romney vs obama',0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_obama,130,'_shelovesdk rft bravopost romney said go parent colleg money bitch cant even get 5 mom make',1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,59,'thank autotimelin give k barack obama !',0
2,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,97,'big super pac donor obama look like took million spent weed via sharethi',1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,90,'theofficialtreb romney cant even name 5 ramen noodl flavor doesnt know struggl',1
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,69,'_followbrennon obama vs romney retweet obama favorit obama',0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,95,'nationaljourn gingrich clint eastwood empti chair symbol obama debat perform',0
0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,pro_romney,138,'see movi obama 2016 factual one measur might factual havent heard ani rebutt fr obama chicago hdqtr',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,pro_romney,139,'purduepetesgirl obama embarrass ani american vet know amp commun disgust hi polici',2
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,103,'blue virginia end mitt romney quest presid end presidenti debat',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,124,'frankthedoorman republican call obama food stamp presid romney want dont care starv presid',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,92,'romneyrespons shell shock team obama whine play blame game debat loss tcot',3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,49,'fuck romney commerci hi fuckin plan',1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,118,'dccc romney myth 6 obama rais tax middl class truth obama lower tax middl class famili',1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,77,'imadancer821 oscar winner duval host romney fundrais via breitbartnew',0
0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,pro_obama,126,'go need everyon vote obama becaus romney get offic becom striper want that!',0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_obama,128,'ayeitstaylor_ mitt romney said borrow money parent colleg bitch cant even get 5 mom make',1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_romney,111,'tcot evangel mitt complet 1st romney versu obama debat case miss want reliv',1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,120,'mittism cultur make differ natur resourc geographi peopl believ valu romney',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_obama,88,'realli hope nbcsnl amp sethmeyers21 realiz veri much miss fredarimisen obama',1
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,pro_obama,135,'romney threaten vladimir putin though still fight cold war influenc way mani neocon advisor',1
1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,110,'michaelscher romney obama ha sign one new free trade agreement photo obama sign 3',0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,37,'whi obama lose three debat',1
2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,130,'white ladi work start convers well obama polit correct ass said mean presid obama',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,47,'imdannytosh know dumbass name obama',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,28,'obama vote2012 polit pic',0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,52,'sam_osorio obamacampaignin3word better romney',0
0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,132,'heard newest obama debat debacl excus chicago crowd davidaxelrod etc last word amp misguid one lol',3
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,107,'thenewd romney profit abort republican amp support despit thi dont ever bit',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,83,'mauric jone drew matt fort commerci obama neg fantasypoint',1
1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,pro_obama,129,'rodneysuccess band make danc food stamp make twerk mitt romney presid hoe gone work lmao ! ! !',0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,138,'romney diss spain debat last week spanish romney dishonest evas clueless foreign affair puppet',5
1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pro_obama,119,'nathanhale1775 soldier support romney obama 40 much romney warmong meme p2 tlot tcot obama2012',0
1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,pro_obama,127,'factsaboutmitt romney said america safe place today yet 2011 fbi report violent crime fifth straight year',2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,pro_obama,128,'whokr romney becom presid gonna start read term amp condit might fuck around amp',1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,39,'would marri mitt romney hunk !',0
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,pro_romney,111,'bitch say vote obama buz look like ban fight bitch u better vote keep ya food stamp',2
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_romney,91,'princeton economist harvey rosen obama campaign misrepres work romney tax plan',0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pro_obama,112,'lolgop presid obama talk educ children mitt romney talk us children',0
1,1,0,0,0,0,1,0,0,0,2,3,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,119,'romney pull four point lead obama among like voter new pew poll voter pay closer attent ye !',0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,56,'greatest screen shot ever politico ignor romney surg',0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,62,'oscar grouch obama knock via thedailycal rss',2
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,pro_romney,112,'michellemalkin alternater mt dcseth obama ignor aid debat prep left stage think beat romney',0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,pro_romney,131,'grow paradigm shift voter percept obama special obama nonperform result poor leader !',1
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,132,'fillwerral heard presid obama mitt romney alot talk nobodi spoke problem bag chip 60',1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,72,'wow veri emot billhobb video clip amaz stori romney today',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,129,'mitt romney prophet would kind would turn wine water tell peopl get welfar',0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,75,'billionair ceo threaten fire employe obama win via thinkprogress',0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,pro_obama,116,'kyleraccio obama still turn thi around take pressur get peopl vote romney yet',0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,pro_obama,131,'clapp_datass band make danc food stamp make twerk mitt romney win presid hoe gone work',0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,pro_obama,128,'followmeobama mitt romney probabl watch hiphopaward think aint none nigga gonna vote cut',0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,130,'jess_nnz blackrepublican im liber consid latino whatev mean thi latino support romney latinosforromney',0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,125,'obama deceiv good peopl america gravest sin presid commit gift hi presid',2
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,68,'feel like romney type guy save old use toilet paper',0
5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,99,'dont hate rich peopl dont respect men like romney theyr worth respect vote',1
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,pro_romney,111,'menwhodin adamrichman ye fine amp dandi abraham lincoln would appal disast obama creat',2
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,43,'nationalfearday romney get elect lol',0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,125,'barackobama spell bastard stand flat foot amp tell lie amp amp romney 2 kiss amp amp !',2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_romney,107,'chasepolit casino magnat steve wynn busi terrifi obama may next read teaparti tpp',0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,pro_romney,98,'stephenathom somewher right obama thought snappi comeback mitt romney oh gosh',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,40,'mother slain navi seal scold romney',0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,pro_obama,139,'buzzbissing could save time spent write pro romney column simpli say make amp wish keep',0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,132,'even gotten rais thi year lifestyl ha alter becaus price ga food screw obama !',0
1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,pro_obama,114,'michaelskolnik fact mitt romney ha said want see roe v wade overturn deni women right choos',1
1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,85,'drscott_atlanta u heard steve wynn give obama beat awesom ? ? ? ! ! ! !',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,pro_romney,75,'secupp obama ignor warn act get elect shame mr presid',1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_obama,128,'ayeitstaylor_ mitt romney said borrow money parent colleg bitch cant even get 5 mom make',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_romney,131,'newswatchcanada housejudiciarychair obama fire campaign staffer voter fraud caught video explain vote tw',1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,pro_obama,125,'headlessgang romney becom presid gone start read term amp condit might fuck around amp',1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,108,'lolgop romney believ peopl dont die becaus theyr uninsur romneycar wa coloss wast time',3
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,79,'actuallynph im vote presid obama becaus believ equal foral',0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_romney,88,'keithjonesjr lmao romney cup thi 7 eleven hope cup translat ballot',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,76,'kolr10kozl farmer rancher romney coalit launch sgf mo ozark',0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,138,'kinda disappoint samuel jackson vote isnt race whi shud insult black femal celebr co support romney ?',2
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,79,'actuallynph im vote presid obama becaus believ equal foral',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,57,'toddstarn obama still cluck big bird tonight',0
0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,115,'ingrahamangl biden said someth total untru romney brief press conf wa hour steven death report',2
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,102,'isnt romney rais tax middl class peool yeah think befor say hate obama ?',1
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,pro_obama,101,'new name presid isnt gonna fix economi go joe biden let see second term obama2012',0
0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,107,'cnn report democrat biden obama 0 2 debat vote count obama2012',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,pro_obama,121,'yella_princelom romney becom presid gon start read term amp condit might fuck around',1
